uid,datetime,latitude,longitude,date,time,day_of_week,month,year
3187,2018-08-31 20:09:54,-1.47924517763491,37.0420165085017,2018-08-31,20:09:54,Friday,August,2018
3188,2018-08-31 20:40:24,-1.32968561626325,36.870993648863795,2018-08-31,20:40:24,Friday,August,2018
3189,2018-08-31 22:49:55,-1.25997519893869,36.8434175352992,2018-08-31,22:49:55,Friday,August,2018
3190,2018-08-31 22:51:24,-1.25997519893869,36.8434175352992,2018-08-31,22:51:24,Friday,August,2018
3191,2018-09-01 09:30:24,-1.28464830066778,36.8176851533146,2018-09-01,09:30:24,Saturday,September,2018
3192,2018-09-01 12:07:24,-1.26744143487214,36.83551840231209,2018-09-01,12:07:24,Saturday,September,2018
3194,2018-09-01 14:37:24,-1.3021435105897499,36.8167432032923,2018-09-01,14:37:24,Saturday,September,2018
3196,2018-09-02 11:57:54,-1.21555277443349,36.896486602408295,2018-09-02,11:57:54,Sunday,September,2018
3197,2018-09-02 17:42:24,-1.3288553589561,36.881654089700106,2018-09-02,17:42:24,Sunday,September,2018
3198,2018-09-02 18:17:24,-1.2559272384129199,36.6954911034031,2018-09-02,18:17:24,Sunday,September,2018
3199,2018-09-03 06:06:54,-1.3281327492005,36.789469642333,2018-09-03,06:06:54,Monday,September,2018
3200,2018-09-03 07:01:24,-1.3646631184616398,36.911642058838396,2018-09-03,07:01:24,Monday,September,2018
3201,2018-09-03 07:11:54,-1.29685608617612,36.8760016204363,2018-09-03,07:11:54,Monday,September,2018
3202,2018-09-03 07:37:54,-1.35977236030308,36.9073065531349,2018-09-03,07:37:54,Monday,September,2018
3203,2018-09-03 07:50:24,-1.25797775538826,36.827154641673104,2018-09-03,07:50:24,Monday,September,2018
3204,2018-09-03 08:08:54,-1.36455300990085,36.9112560029711,2018-09-03,08:08:54,Monday,September,2018
3205,2018-09-03 10:11:24,-1.27493381149678,36.8234167409223,2018-09-03,10:11:24,Monday,September,2018
3206,2018-09-03 14:51:24,-1.2970143834143,36.875657998600296,2018-09-03,14:51:24,Monday,September,2018
3207,2018-09-04 06:24:54,-1.24479261558771,36.8676989548545,2018-09-04,06:24:54,Tuesday,September,2018
3208,2018-09-04 06:25:24,-1.24479261558771,36.8676989548545,2018-09-04,06:25:24,Tuesday,September,2018
3209,2018-09-04 12:21:24,-1.2861828106501398,36.82583390331,2018-09-04,12:21:24,Tuesday,September,2018
3210,2018-09-04 13:53:24,-1.24479261558771,36.8676989548545,2018-09-04,13:53:24,Tuesday,September,2018
3211,2018-09-04 14:40:24,-1.32993671085357,36.87100697240471,2018-09-04,14:40:24,Tuesday,September,2018
3212,2018-09-04 16:48:54,-1.2900401858280401,36.8160370784985,2018-09-04,16:48:54,Tuesday,September,2018
3213,2018-09-04 16:54:24,-1.262245310905,36.714565403376795,2018-09-04,16:54:24,Tuesday,September,2018
3214,2018-09-04 17:12:54,-1.29334756461348,36.8176647053767,2018-09-04,17:12:54,Tuesday,September,2018
3215,2018-09-04 17:13:24,-1.29334756461348,36.8176647053767,2018-09-04,17:13:24,Tuesday,September,2018
3216,2018-09-04 17:18:25,-1.2907969106308799,36.8245171033044,2018-09-04,17:18:25,Tuesday,September,2018
3217,2018-09-04 17:18:26,-1.2842698107701205,36.741037903339794,2018-09-04,17:18:26,Tuesday,September,2018
3218,2018-09-04 17:21:54,-1.29116821532126,36.8144020416536,2018-09-04,17:21:54,Tuesday,September,2018
3219,2018-09-04 17:23:54,-1.29057116567178,36.82689262829261,2018-09-04,17:23:54,Tuesday,September,2018
3220,2018-09-04 17:24:54,-1.29057116567178,36.82689262829261,2018-09-04,17:24:54,Tuesday,September,2018
3221,2018-09-04 17:33:24,-1.29009001058876,36.82801500333071,2018-09-04,17:33:24,Tuesday,September,2018
3222,2018-09-04 17:56:24,-1.29188452754524,36.808183789958704,2018-09-04,17:56:24,Tuesday,September,2018
3223,2018-09-04 18:41:24,-1.11780826117638,37.00895955346989,2018-09-04,18:41:24,Tuesday,September,2018
3224,2018-09-04 18:48:54,-1.11830296945932,37.0097039117716,2018-09-04,18:48:54,Tuesday,September,2018
3225,2018-09-04 22:30:24,-1.28731401064642,36.824778203308895,2018-09-04,22:30:24,Tuesday,September,2018
3226,2018-09-05 12:29:54,-1.2426167110596598,36.664788603418,2018-09-05,12:29:54,Wednesday,September,2018
3227,2018-09-05 14:27:54,-1.25936693070694,36.843122763198,2018-09-05,14:27:54,Wednesday,September,2018
3228,2018-09-05 16:22:54,-1.28987901760969,36.7694890332153,2018-09-05,16:22:54,Wednesday,September,2018
3229,2018-09-06 05:51:24,-1.38214301028907,36.770575003204,2018-09-06,05:51:24,Thursday,September,2018
3230,2018-09-06 05:55:54,-1.38214917499903,36.770534303523,2018-09-06,05:55:54,Thursday,September,2018
3231,2018-09-06 05:58:54,-1.38214301028907,36.770575003204,2018-09-06,05:58:54,Thursday,September,2018
3232,2018-09-06 06:34:55,-1.38214917499903,36.770534303523,2018-09-06,06:34:55,Thursday,September,2018
3233,2018-09-06 06:39:24,-1.2641316290306,36.7542528847116,2018-09-06,06:39:24,Thursday,September,2018
3234,2018-09-06 06:42:24,-1.2641316290306,36.7542528847116,2018-09-06,06:42:24,Thursday,September,2018
3235,2018-09-06 06:47:24,-1.2641316290306,36.7542528847116,2018-09-06,06:47:24,Thursday,September,2018
3236,2018-09-06 07:38:24,-1.29806501053637,36.8713782032798,2018-09-06,07:38:24,Thursday,September,2018
3237,2018-09-06 07:40:24,-1.2976178424321798,36.87267476813951,2018-09-06,07:40:24,Thursday,September,2018
3238,2018-09-06 07:51:54,-1.29806501053637,36.8713782032798,2018-09-06,07:51:54,Thursday,September,2018
3239,2018-09-06 11:32:24,-1.28734991060829,36.8536470032995,2018-09-06,11:32:24,Thursday,September,2018
3240,2018-09-06 18:50:54,-1.2022285079543402,36.655233505334,2018-09-06,18:50:54,Thursday,September,2018
3241,2018-09-06 21:48:24,-1.32815651050347,36.8707640046704,2018-09-06,21:48:24,Thursday,September,2018
3242,2018-09-06 22:08:54,-1.3298706272473302,36.8557900831397,2018-09-06,22:08:54,Thursday,September,2018
3243,2018-09-07 05:28:24,-1.2037443307379099,36.917527483384,2018-09-07,05:28:24,Friday,September,2018
3244,2018-09-07 06:19:24,-1.2837711174586899,36.822736499890006,2018-09-07,06:19:24,Friday,September,2018
3245,2018-09-07 07:04:24,-1.23870196132442,36.786700653320004,2018-09-07,07:04:24,Friday,September,2018
3246,2018-09-07 07:53:24,-1.2964346315246598,36.756054809061204,2018-09-07,07:53:24,Friday,September,2018
3247,2018-09-07 08:03:54,-1.2370350447774099,36.784911858472206,2018-09-07,08:03:54,Friday,September,2018
3248,2018-09-07 10:27:24,-1.28144391534286,36.8151424216598,2018-09-07,10:27:24,Friday,September,2018
3249,2018-09-07 17:06:24,-1.30001309532751,36.7743149616544,2018-09-07,17:06:24,Friday,September,2018
3250,2018-09-07 19:35:54,-1.21872671086474,36.8959542033748,2018-09-07,19:35:54,Friday,September,2018
3251,2018-09-07 19:42:54,-1.28296221067416,36.818702003316496,2018-09-07,19:42:54,Friday,September,2018
3253,2018-09-08 12:54:24,-1.3265074103766499,36.8950668032352,2018-09-08,12:54:24,Saturday,September,2018
3254,2018-09-08 13:36:24,-1.2186369542494901,36.8913614321549,2018-09-08,13:36:24,Saturday,September,2018
3255,2018-09-08 13:39:54,-1.21906719968389,36.8917852095321,2018-09-08,13:39:54,Saturday,September,2018
3256,2018-09-08 13:43:24,-1.2186369542494901,36.8913614321549,2018-09-08,13:43:24,Saturday,September,2018
3257,2018-09-08 14:07:55,-1.2186369542494901,36.8913614321549,2018-09-08,14:07:55,Saturday,September,2018
3258,2018-09-08 14:09:54,-1.2186369542494901,36.8913614321549,2018-09-08,14:09:54,Saturday,September,2018
3259,2018-09-08 14:23:54,-1.21906719968389,36.8917852095321,2018-09-08,14:23:54,Saturday,September,2018
3260,2018-09-08 14:25:54,-1.21906719968389,36.8917852095321,2018-09-08,14:25:54,Saturday,September,2018
3261,2018-09-08 14:27:24,-1.21906719968389,36.8917852095321,2018-09-08,14:27:24,Saturday,September,2018
3262,2018-09-08 14:40:54,-1.3029390105740601,36.825912003288295,2018-09-08,14:40:54,Saturday,September,2018
3263,2018-09-08 14:45:54,-1.2186369542494901,36.8913614321549,2018-09-08,14:45:54,Saturday,September,2018
3264,2018-09-08 14:56:24,-1.2186369542494901,36.8913614321549,2018-09-08,14:56:24,Saturday,September,2018
3265,2018-09-08 15:23:54,-1.21906719968389,36.8917852095321,2018-09-08,15:23:54,Saturday,September,2018
3266,2018-09-08 16:57:54,-1.39605601026546,36.74077500319579,2018-09-08,16:57:54,Saturday,September,2018
3267,2018-09-08 17:32:54,-1.27493381149678,36.8234167409223,2018-09-08,17:32:54,Saturday,September,2018
3268,2018-09-08 20:26:54,-1.2957240106376002,36.8023940033052,2018-09-08,20:26:54,Saturday,September,2018
3269,2018-09-08 20:46:24,-1.28997647737896,36.770349869982795,2018-09-08,20:46:24,Saturday,September,2018
3270,2018-09-09 09:35:24,-1.25936693070694,36.843122763198,2018-09-09,09:35:24,Sunday,September,2018
3271,2018-09-09 09:46:24,-1.25936693070694,36.843122763198,2018-09-09,09:46:24,Sunday,September,2018
3272,2018-09-09 09:55:54,-1.23394196074986,36.9305048533437,2018-09-09,09:55:54,Sunday,September,2018
3273,2018-09-09 10:09:54,-1.25936693070694,36.843122763198,2018-09-09,10:09:54,Sunday,September,2018
3274,2018-09-09 13:15:54,-1.2691900107528,36.8064000033383,2018-09-09,13:15:54,Sunday,September,2018
3275,2018-09-09 14:52:24,-1.28636890532424,36.8264033616548,2018-09-09,14:52:24,Sunday,September,2018
3276,2018-09-09 18:41:24,-1.32983701041026,36.855809503272,2018-09-09,18:41:24,Sunday,September,2018
3277,2018-09-09 20:29:54,-1.1958157624653605,36.92475096021371,2018-09-09,20:29:54,Sunday,September,2018
3278,2018-09-09 20:40:24,-1.2186369542494901,36.8913614321549,2018-09-09,20:40:24,Sunday,September,2018
3279,2018-09-09 21:08:54,-1.2037443307379099,36.917527483384,2018-09-09,21:08:54,Sunday,September,2018
3280,2018-09-10 07:16:24,-1.35226301043374,36.7628700032451,2018-09-10,07:16:24,Monday,September,2018
3281,2018-09-10 07:35:54,-1.27117354387854,36.807263786427896,2018-09-10,07:35:54,Monday,September,2018
3282,2018-09-10 08:15:54,-1.2593801359898602,36.8454399899207,2018-09-10,08:15:54,Monday,September,2018
3283,2018-09-10 08:56:24,-1.33143606788501,36.8885257668545,2018-09-10,08:56:24,Monday,September,2018
3284,2018-09-10 09:55:54,-1.3261974102945,36.881100270584795,2018-09-10,09:55:54,Monday,September,2018
3285,2018-09-10 10:09:24,-1.3285224027756002,36.880780019064396,2018-09-10,10:09:24,Monday,September,2018
3286,2018-09-10 10:14:54,-1.26261808449677,36.7185235021257,2018-09-10,10:14:54,Monday,September,2018
3287,2018-09-10 10:36:54,-1.3646631184616398,36.911642058838396,2018-09-10,10:36:54,Monday,September,2018
3288,2018-09-10 19:24:54,-1.27117354387854,36.807263786427896,2018-09-10,19:24:54,Monday,September,2018
3289,2018-09-11 06:19:24,-1.1492606327835901,36.9620546012523,2018-09-11,06:19:24,Tuesday,September,2018
3290,2018-09-11 06:36:24,-1.28088926067722,36.823570253316795,2018-09-11,06:36:24,Tuesday,September,2018
3291,2018-09-11 07:04:54,-1.2612347108830801,36.734722303371704,2018-09-11,07:04:54,Tuesday,September,2018
3292,2018-09-11 07:39:24,-1.1492606327835901,36.9620546012523,2018-09-11,07:39:24,Tuesday,September,2018
3293,2018-09-11 08:17:54,-1.25014875693816,36.8214609907696,2018-09-11,08:17:54,Tuesday,September,2018
3294,2018-09-11 08:20:54,-1.14924411109529,36.9620097034438,2018-09-11,08:20:54,Tuesday,September,2018
3295,2018-09-11 08:22:24,-1.25002537148201,36.8211229213831,2018-09-11,08:22:24,Tuesday,September,2018
3296,2018-09-11 10:28:54,-1.25025001078649,36.8463300033499,2018-09-11,10:28:54,Tuesday,September,2018
3297,2018-09-11 13:33:24,-1.28298991065289,36.83472370331121,2018-09-11,13:33:24,Tuesday,September,2018
3298,2018-09-11 14:07:54,-1.31031126045252,36.8915215032592,2018-09-11,14:07:54,Tuesday,September,2018
3299,2018-09-11 14:26:56,-1.3444590051428795,36.90255400160471,2018-09-11,14:26:56,Tuesday,September,2018
3300,2018-09-11 14:27:24,-1.3444590051428795,36.90255400160471,2018-09-11,14:27:24,Tuesday,September,2018
3301,2018-09-11 15:48:24,-1.3641376101854599,36.9121154031781,2018-09-11,15:48:24,Tuesday,September,2018
3302,2018-09-11 16:26:54,-1.32815651050347,36.8707640046704,2018-09-11,16:26:54,Tuesday,September,2018
3303,2018-09-11 18:59:54,-1.2907969106308799,36.8245171033044,2018-09-11,18:59:54,Tuesday,September,2018
3304,2018-09-11 19:29:24,-1.3253865103345002,36.8481390031765,2018-09-11,19:29:24,Tuesday,September,2018
3305,2018-09-11 19:31:54,-1.26744143487214,36.83551840231209,2018-09-11,19:31:54,Tuesday,September,2018
3306,2018-09-11 20:08:54,-1.26744143487214,36.83551840231209,2018-09-11,20:08:54,Tuesday,September,2018
3307,2018-09-11 20:48:24,-1.2639746404689098,36.7582238391425,2018-09-11,20:48:24,Tuesday,September,2018
3308,2018-09-11 21:39:24,-1.2644813365993501,36.7396176561025,2018-09-11,21:39:24,Tuesday,September,2018
3309,2018-09-12 08:44:54,-1.26119884646009,36.7928263127195,2018-09-12,08:44:54,Wednesday,September,2018
3310,2018-09-12 12:19:24,-1.3107593053357098,36.7246654316555,2018-09-12,12:19:24,Wednesday,September,2018
3311,2018-09-12 12:38:24,-1.3107593053357098,36.7246654316555,2018-09-12,12:38:24,Wednesday,September,2018
3312,2018-09-12 12:39:54,-1.30921751767361,36.7278085643515,2018-09-12,12:39:54,Wednesday,September,2018
3313,2018-09-12 14:40:24,-1.32496471052934,36.7840344032735,2018-09-12,14:40:24,Wednesday,September,2018
3314,2018-09-12 14:41:24,-1.16479210632851,36.9572803294478,2018-09-12,14:41:24,Wednesday,September,2018
3315,2018-09-12 14:52:54,-1.16479210632851,36.9572803294478,2018-09-12,14:52:54,Wednesday,September,2018
3316,2018-09-12 15:40:54,-1.2406350108325,36.8442450033629,2018-09-12,15:40:54,Wednesday,September,2018
3317,2018-09-12 15:53:54,-1.2899673914466299,36.7676613424895,2018-09-12,15:53:54,Wednesday,September,2018
3318,2018-09-12 16:06:54,-1.30921751767361,36.7278085643515,2018-09-12,16:06:54,Wednesday,September,2018
3319,2018-09-12 16:14:54,-1.25017025410471,36.846600504415996,2018-09-12,16:14:54,Wednesday,September,2018
3320,2018-09-12 16:17:24,-1.28777618645639,36.8267143541041,2018-09-12,16:17:24,Wednesday,September,2018
3321,2018-09-13 09:43:54,-1.2616880108112398,36.787930003354,2018-09-13,09:43:54,Thursday,September,2018
3322,2018-09-13 11:56:54,-1.28352951533251,36.8237275516571,2018-09-13,11:56:54,Thursday,September,2018
3323,2018-09-13 12:05:24,-1.28475131691105,36.821540496929394,2018-09-13,12:05:24,Thursday,September,2018
3324,2018-09-13 13:42:24,-1.32680141037528,36.895061203234796,2018-09-13,13:42:24,Thursday,September,2018
3325,2018-09-13 13:42:54,-1.32680141037528,36.895061203234796,2018-09-13,13:42:54,Thursday,September,2018
3326,2018-09-13 13:45:54,-1.2880542703828501,36.8140523367463,2018-09-13,13:45:54,Thursday,September,2018
3327,2018-09-13 15:29:24,-1.2880542703828501,36.8140523367463,2018-09-13,15:29:24,Thursday,September,2018
3328,2018-09-13 17:02:54,-1.2889200106193202,36.839800003301896,2018-09-13,17:02:54,Thursday,September,2018
3329,2018-09-13 22:14:24,-1.2989847583044498,36.8238621383278,2018-09-13,22:14:24,Thursday,September,2018
3330,2018-09-14 06:14:54,-1.26433113609309,36.7469843524426,2018-09-14,06:14:54,Friday,September,2018
3331,2018-09-14 07:33:54,-1.14139761152917,36.6606528035503,2018-09-14,07:33:54,Friday,September,2018
3332,2018-09-14 08:18:56,-1.30001032585924,36.7666678987079,2018-09-14,08:18:56,Friday,September,2018
3333,2018-09-14 08:22:54,-1.34797438779596,36.7466341217485,2018-09-14,08:22:54,Friday,September,2018
3334,2018-09-14 11:28:54,-1.30658421054238,36.837467303279794,2018-09-14,11:28:54,Friday,September,2018
3335,2018-09-14 11:44:54,-1.27308891073749,36.8046016033339,2018-09-14,11:44:54,Friday,September,2018
3336,2018-09-14 16:57:24,-1.19633081092931,36.92446310339471,2018-09-14,16:57:24,Friday,September,2018
3337,2018-09-14 21:07:54,-1.27308891073749,36.8046016033339,2018-09-14,21:07:54,Friday,September,2018
3338,2018-09-14 22:04:54,-1.26426660944345,36.74698523415729,2018-09-14,22:04:54,Friday,September,2018
3339,2018-09-15 00:00:24,-1.32540219602396,36.8481301588456,2018-09-15,00:00:24,Saturday,September,2018
3340,2018-09-15 02:06:24,-1.1546187115221698,36.6387231369204,2018-09-15,02:06:24,Saturday,September,2018
3341,2018-09-15 05:46:24,-1.2639050108606298,36.7582150032951,2018-09-15,05:46:24,Saturday,September,2018
3342,2018-09-15 06:36:24,-1.2381308334496202,36.8439713829472,2018-09-15,06:36:24,Saturday,September,2018
3343,2018-09-15 10:59:24,-1.36455300990085,36.9112560029711,2018-09-15,10:59:24,Saturday,September,2018
3344,2018-09-15 13:12:54,-1.2861661016361698,36.825879797294505,2018-09-15,13:12:54,Saturday,September,2018
3345,2018-09-16 13:49:24,-1.29217401059561,36.7878554030086,2018-09-16,13:49:24,Sunday,September,2018
3346,2018-09-16 14:34:24,-1.18143901117524,36.9380360033818,2018-09-16,14:34:24,Sunday,September,2018
3347,2018-09-16 19:36:54,-1.28221181066103,36.8312781033134,2018-09-16,19:36:54,Sunday,September,2018
3348,2018-09-16 21:10:54,-1.3193163667093302,36.8383030150389,2018-09-16,21:10:54,Sunday,September,2018
3349,2018-09-16 21:41:24,-1.32540219602396,36.8481301588456,2018-09-16,21:41:24,Sunday,September,2018
3350,2018-09-17 08:20:39,-1.25944146148611,36.7811128012285,2018-09-17,08:20:39,Monday,September,2018
3351,2018-09-17 09:41:09,-1.31659931049483,36.8338161532564,2018-09-17,09:41:09,Monday,September,2018
3352,2018-09-17 10:59:09,-1.32385994649529,36.799294920465705,2018-09-17,10:59:09,Monday,September,2018
3353,2018-09-17 12:50:39,-1.29386441069919,36.7619064033208,2018-09-17,12:50:39,Monday,September,2018
3354,2018-09-17 14:30:39,-1.2687958107506498,36.8094135033379,2018-09-17,14:30:39,Monday,September,2018
3358,2018-09-17 19:13:09,-1.3444590051428795,36.90255400160471,2018-09-17,19:13:09,Monday,September,2018
3359,2018-09-17 19:23:09,-1.24887441077013,36.86346190334621,2018-09-17,19:23:09,Monday,September,2018
3360,2018-09-17 23:33:09,-1.2037443307379099,36.917527483384,2018-09-17,23:33:09,Monday,September,2018
3361,2018-09-17 23:53:09,-1.2037443307379099,36.917527483384,2018-09-17,23:53:09,Monday,September,2018
3362,2018-09-18 06:36:09,-1.27903282911472,36.813980938014105,2018-09-18,06:36:09,Tuesday,September,2018
3363,2018-09-18 08:00:39,-1.34146931048874,36.758086703260496,2018-09-18,08:00:39,Tuesday,September,2018
3364,2018-09-18 08:11:39,-1.28997647737896,36.770349869982795,2018-09-18,08:11:39,Tuesday,September,2018
3365,2018-09-18 09:29:39,-1.29192813904035,36.8056978857,2018-09-18,09:29:39,Tuesday,September,2018
3366,2018-09-18 10:00:09,-1.2898692553269098,36.8102180116552,2018-09-18,10:00:09,Tuesday,September,2018
3367,2018-09-18 10:01:09,-1.2990629705111,36.8242166831404,2018-09-18,10:01:09,Tuesday,September,2018
3368,2018-09-18 10:20:39,-1.2990629705111,36.8242166831404,2018-09-18,10:20:39,Tuesday,September,2018
3369,2018-09-18 10:38:09,-1.26440632954083,36.82441053414,2018-09-18,10:38:09,Tuesday,September,2018
3370,2018-09-18 10:45:39,-1.2989847583044498,36.8238621383278,2018-09-18,10:45:39,Tuesday,September,2018
3371,2018-09-18 10:46:09,-1.2989847583044498,36.8238621383278,2018-09-18,10:46:09,Tuesday,September,2018
3372,2018-09-18 11:17:09,-1.2989847583044498,36.8238621383278,2018-09-18,11:17:09,Tuesday,September,2018
3373,2018-09-18 11:35:39,-1.2989847583044498,36.8238621383278,2018-09-18,11:35:39,Tuesday,September,2018
3374,2018-09-18 12:22:39,-1.33112251065352,36.6768415032955,2018-09-18,12:22:39,Tuesday,September,2018
3375,2018-09-18 12:23:09,-1.33112251065352,36.6768415032955,2018-09-18,12:23:09,Tuesday,September,2018
3376,2018-09-18 13:03:09,-1.20692891089058,36.9171739033833,2018-09-18,13:03:09,Tuesday,September,2018
3377,2018-09-18 14:47:39,-1.2918198106740801,36.788104003315,2018-09-18,14:47:39,Tuesday,September,2018
3378,2018-09-18 16:56:09,-1.2204046408610099,36.892909373373605,2018-09-18,16:56:09,Tuesday,September,2018
3379,2018-09-18 17:28:41,-1.2426757782231102,36.665141818628896,2018-09-18,17:28:41,Tuesday,September,2018
3380,2018-09-18 18:44:39,-1.2907969106308799,36.8245171033044,2018-09-18,18:44:39,Tuesday,September,2018
3381,2018-09-18 18:48:39,-1.29290501074623,36.8184778032725,2018-09-18,18:48:39,Tuesday,September,2018
3382,2018-09-18 19:01:09,-1.29057116567178,36.82689262829261,2018-09-18,19:01:09,Tuesday,September,2018
3383,2018-09-18 19:06:39,-1.29057116567178,36.82689262829261,2018-09-18,19:06:39,Tuesday,September,2018
3384,2018-09-18 19:36:09,-1.22888321108489,36.6933650034268,2018-09-18,19:36:09,Tuesday,September,2018
3385,2018-09-18 19:38:39,-1.26967316073335,36.8203797533354,2018-09-18,19:38:39,Tuesday,September,2018
3387,2018-09-18 21:50:09,-1.2868153106459,36.8268702033089,2018-09-18,21:50:09,Tuesday,September,2018
3388,2018-09-18 22:01:09,-1.31658533647308,36.833825221504796,2018-09-18,22:01:09,Tuesday,September,2018
3389,2018-09-19 06:54:09,-1.20428584847628,36.7853762992035,2018-09-19,06:54:09,Wednesday,September,2018
3390,2018-09-19 06:58:39,-1.22888321108489,36.6933650034268,2018-09-19,06:58:39,Wednesday,September,2018
3391,2018-09-19 07:04:09,-1.38058340029596,36.770694023206,2018-09-19,07:04:09,Wednesday,September,2018
3392,2018-09-19 07:12:39,-1.33583299383184,36.77677045900921,2018-09-19,07:12:39,Wednesday,September,2018
3393,2018-09-19 07:54:09,-1.33496701049173,36.7781860032624,2018-09-19,07:54:09,Wednesday,September,2018
3394,2018-09-19 07:57:09,-1.28544471065695,36.8231775033118,2018-09-19,07:57:09,Wednesday,September,2018
3395,2018-09-19 08:30:39,-1.29594671346797,36.77434540832649,2018-09-19,08:30:39,Wednesday,September,2018
3396,2018-09-19 22:01:09,-1.3196468104826298,36.837973603262704,2018-09-19,22:01:09,Wednesday,September,2018
3398,2018-09-20 06:53:09,-1.28307651066653,36.8241086033146,2018-09-20,06:53:09,Thursday,September,2018
3399,2018-09-20 08:26:39,-1.2989191670501201,36.837485943617395,2018-09-20,08:26:39,Thursday,September,2018
3400,2018-09-20 11:06:39,-1.26032854423438,36.7708487699924,2018-09-20,11:06:39,Thursday,September,2018
3401,2018-09-20 12:04:09,-1.2025678948639,36.8336289560279,2018-09-20,12:04:09,Thursday,September,2018
3402,2018-09-20 12:04:39,-1.2025678948639,36.8336289560279,2018-09-20,12:04:39,Thursday,September,2018
3403,2018-09-20 16:18:09,-1.24819642490936,36.7971255586202,2018-09-20,16:18:09,Thursday,September,2018
3404,2018-09-20 17:18:09,-1.25920851082919,36.7828344033588,2018-09-20,17:18:09,Thursday,September,2018
3407,2018-09-21 06:02:39,-1.21300341088097,36.9034140033798,2018-09-21,06:02:39,Friday,September,2018
3408,2018-09-21 06:09:09,-1.2186369542494901,36.8913614321549,2018-09-21,06:09:09,Friday,September,2018
3409,2018-09-21 06:47:09,-1.2893580106554,36.81083500331071,2018-09-21,06:47:09,Friday,September,2018
3410,2018-09-21 09:40:39,-1.32968561626325,36.870993648863795,2018-09-21,09:40:39,Friday,September,2018
3411,2018-09-21 18:14:39,-1.2588309302165401,36.9155640715621,2018-09-21,18:14:39,Friday,September,2018
3412,2018-09-21 18:22:39,-1.2994591105912399,36.82486560329321,2018-09-21,18:22:39,Friday,September,2018
3413,2018-09-21 19:04:39,-1.31658533647308,36.833825221504796,2018-09-21,19:04:39,Friday,September,2018
3414,2018-09-21 19:13:09,-1.3161423056372399,36.8138276524915,2018-09-21,19:13:09,Friday,September,2018
3415,2018-09-21 21:26:09,-1.33025064952415,36.86655540173121,2018-09-21,21:26:09,Friday,September,2018
3416,2018-09-25 12:46:39,-1.205572510452,36.9174398015152,2018-09-25,12:46:39,Tuesday,September,2018
3417,2018-09-25 13:17:39,-1.2037443307379099,36.917527483384,2018-09-25,13:17:39,Tuesday,September,2018
3418,2018-09-25 13:33:09,-1.20361355039397,36.9173289010703,2018-09-25,13:33:09,Tuesday,September,2018
3419,2018-09-25 13:33:39,-1.2037443307379099,36.917527483384,2018-09-25,13:33:39,Tuesday,September,2018
3420,2018-09-25 14:08:39,-1.205572510452,36.9174398015152,2018-09-25,14:08:39,Tuesday,September,2018
3421,2018-09-25 14:11:39,-1.21150011088231,36.907635303380395,2018-09-25,14:11:39,Tuesday,September,2018
3422,2018-09-25 14:15:09,-1.26662371084323,36.746475403361,2018-09-25,14:15:09,Tuesday,September,2018
3423,2018-09-25 15:33:09,-1.31075901057298,36.7997843032866,2018-09-25,15:33:09,Tuesday,September,2018
3424,2018-09-25 15:35:09,-1.2855899106605901,36.819956603312704,2018-09-25,15:35:09,Tuesday,September,2018
3425,2018-09-25 16:10:39,-1.205572510452,36.9174398015152,2018-09-25,16:10:39,Tuesday,September,2018
3426,2018-09-25 16:28:39,-1.205572510452,36.9174398015152,2018-09-25,16:28:39,Tuesday,September,2018
3427,2018-09-25 16:39:39,-1.32664980829448,36.8456175957835,2018-09-25,16:39:39,Tuesday,September,2018
3429,2018-09-26 01:25:09,-1.30570898567388,36.8264403280137,2018-09-26,01:25:09,Wednesday,September,2018
3430,2018-09-26 06:27:39,-1.2563518108029599,36.8126937033529,2018-09-26,06:27:39,Wednesday,September,2018
3431,2018-09-26 06:27:39,-1.26103188823099,36.7964410132698,2018-09-26,06:27:39,Wednesday,September,2018
3432,2018-09-26 06:33:09,-1.29995168885473,36.7837743530607,2018-09-26,06:33:09,Wednesday,September,2018
3433,2018-09-26 07:22:09,-1.2037443307379099,36.917527483384,2018-09-26,07:22:09,Wednesday,September,2018
3434,2018-09-26 07:48:09,-1.205572510452,36.9174398015152,2018-09-26,07:48:09,Wednesday,September,2018
3435,2018-09-26 09:16:09,-1.25590141063773,36.69550015789829,2018-09-26,09:16:09,Wednesday,September,2018
3436,2018-09-26 09:38:09,-1.3291903131653702,36.874575883693396,2018-09-26,09:38:09,Wednesday,September,2018
3437,2018-09-26 15:19:09,-1.22053811109827,36.7121994034315,2018-09-26,15:19:09,Wednesday,September,2018
3438,2018-09-26 17:36:09,-1.26069601019644,36.71358825223629,2018-09-26,17:36:09,Wednesday,September,2018
3439,2018-09-26 17:57:39,-1.32815651050347,36.8707640046704,2018-09-26,17:57:39,Wednesday,September,2018
3440,2018-09-26 18:56:39,-1.25997519893869,36.8434175352992,2018-09-26,18:56:39,Wednesday,September,2018
3441,2018-09-26 21:14:09,-1.28589321065634,36.8221325033116,2018-09-26,21:14:09,Wednesday,September,2018
3442,2018-09-27 08:47:39,-1.21091676570709,36.90783609333021,2018-09-27,08:47:39,Thursday,September,2018
3443,2018-09-27 15:53:09,-1.32815651050347,36.8707640046704,2018-09-27,15:53:09,Thursday,September,2018
3444,2018-09-27 20:44:09,-1.28141161067828,36.820855003317796,2018-09-27,20:44:09,Thursday,September,2018
